"seqnames","start","end","width","strand","source","type","score","phase","gene_id","transcript_id","gene_type","gene_name","transcript_type","transcript_name","level","havana_gene","exon_id","tag"
"chr2",201388002,201480846,92845,"+","HAVANA","gene",NA,NA,"ENSG00000082146.12","ENSG00000082146.12","protein_coding","STRADB","protein_coding","STRADB","2","OTTHUMG00000132831.6",NA,"ncRNA_host"
"chr2",201487425,201619178,131754,"-","HAVANA","gene",NA,NA,"ENSG00000155754.14","ENSG00000155754.14","protein_coding","ALS2CR11","protein_coding","ALS2CR11","1","OTTHUMG00000132830.3",NA,NA
"chr2",201620184,201643570,23387,"-","HAVANA","gene",NA,NA,"ENSG00000155755.18","ENSG00000155755.18","protein_coding","TMEM237","protein_coding","TMEM237","2","OTTHUMG00000154526.9",NA,"overlapping_locus"
"chr2",201644870,201698694,53825,"-","HAVANA","gene",NA,NA,"ENSG00000082126.17","ENSG00000082126.17","protein_coding","MPP4","protein_coding","MPP4","1","OTTHUMG00000154525.7",NA,NA
"chr2",201700554,201781189,80636,"-","HAVANA","gene",NA,NA,"ENSG00000003393.14","ENSG00000003393.14","protein_coding","ALS2","protein_coding","ALS2","2","OTTHUMG00000154507.7",NA,NA
"chr2",201790461,201895550,105090,"+","HAVANA","gene",NA,NA,"ENSG00000138395.14","ENSG00000138395.14","protein_coding","CDK15","protein_coding","CDK15","1","OTTHUMG00000132838.5",NA,"overlapping_locus"
"chr2",202034587,202038445,3859,"+","HAVANA","gene",NA,NA,"ENSG00000155760.2","ENSG00000155760.2","protein_coding","FZD7","protein_coding","FZD7","2","OTTHUMG00000132841.1",NA,NA
"chr2",202073289,202205203,131915,"+","HAVANA","gene",NA,NA,"ENSG00000182329.12","ENSG00000182329.12","protein_coding","KIAA2012","protein_coding","KIAA2012","2","OTTHUMG00000154580.6",NA,"overlapping_locus"
"chr2",202206180,202238608,32429,"-","HAVANA","gene",NA,NA,"ENSG00000116030.16","ENSG00000116030.16","protein_coding","SUMO1","protein_coding","SUMO1","1","OTTHUMG00000132839.5",NA,NA
"chr2",202265716,202303666,37951,"+","HAVANA","gene",NA,NA,"ENSG00000055044.10","ENSG00000055044.10","protein_coding","NOP58","protein_coding","NOP58","2","OTTHUMG00000132840.3",NA,"ncRNA_host"
"chr2",202376936,202567751,190816,"+","HAVANA","gene",NA,NA,"ENSG00000204217.13","ENSG00000204217.13","protein_coding","BMPR2","protein_coding","BMPR2","1","OTTHUMG00000133617.4",NA,"overlapping_locus"
"chr2",202635188,202769757,134570,"+","HAVANA","gene",NA,NA,"ENSG00000138439.11","ENSG00000138439.11","protein_coding","FAM117B","protein_coding","FAM117B","2","OTTHUMG00000154550.3",NA,NA
"chr2",202773150,202871985,98836,"-","HAVANA","gene",NA,NA,"ENSG00000163596.16","ENSG00000163596.16","protein_coding","ICA1L","protein_coding","ICA1L","1","OTTHUMG00000132856.14",NA,"overlapping_locus"
"chr2",202874782,203014798,140017,"-","HAVANA","gene",NA,NA,"ENSG00000138442.9","ENSG00000138442.9","protein_coding","WDR12","protein_coding","WDR12","2","OTTHUMG00000132855.5",NA,NA
"chr2",202912227,202987063,74837,"+","HAVANA","gene",NA,NA,"ENSG00000138380.17","ENSG00000138380.17","protein_coding","CARF","protein_coding","CARF","1","OTTHUMG00000154528.9",NA,"overlapping_locus"
"chr2",203014879,203226378,211500,"+","HAVANA","gene",NA,NA,"ENSG00000144426.18","ENSG00000144426.18","protein_coding","NBEAL1","protein_coding","NBEAL1","2","OTTHUMG00000154129.7",NA,"overlapping_locus"
"chr2",203238940,203305611,66672,"+","HAVANA","gene",NA,NA,"ENSG00000119004.15","ENSG00000119004.15","protein_coding","CYP20A1","protein_coding","CYP20A1","1","OTTHUMG00000132854.13",NA,"ncRNA_host"
"chr2",203328219,203447723,119505,"+","HAVANA","gene",NA,NA,"ENSG00000138443.15","ENSG00000138443.15","protein_coding","ABI2","protein_coding","ABI2","1","OTTHUMG00000132879.15",NA,NA
"chr2",203394345,203535410,141066,"-","HAVANA","gene",NA,NA,"ENSG00000173166.17","ENSG00000173166.17","protein_coding","RAPH1","protein_coding","RAPH1","2","OTTHUMG00000132876.6",NA,NA
"chr2",203706475,203738912,32438,"+","HAVANA","gene",NA,NA,"ENSG00000178562.17","ENSG00000178562.17","protein_coding","CD28","protein_coding","CD28","1","OTTHUMG00000132878.5",NA,NA
"chr2",203867786,203873960,6175,"+","HAVANA","gene",NA,NA,"ENSG00000163599.14","ENSG00000163599.14","protein_coding","CTLA4","protein_coding","CTLA4","2","OTTHUMG00000132877.5",NA,NA
"chr2",203936748,203961577,24830,"+","HAVANA","gene",NA,NA,"ENSG00000163600.12","ENSG00000163600.12","protein_coding","ICOS","protein_coding","ICOS","2","OTTHUMG00000132880.2",NA,NA
"chr2",204545793,205620162,1074370,"+","HAVANA","gene",NA,NA,"ENSG00000116117.17","ENSG00000116117.17","protein_coding","PARD3B","protein_coding","PARD3B","1","OTTHUMG00000154562.4",NA,NA
"chr2",205681990,205798133,116144,"+","HAVANA","gene",NA,NA,"ENSG00000118257.16","ENSG00000118257.16","protein_coding","NRP2","protein_coding","NRP2","2","OTTHUMG00000132893.5",NA,NA
"chr2",205993721,206085956,92236,"-","HAVANA","gene",NA,NA,"ENSG00000114933.15","ENSG00000114933.15","protein_coding","INO80D","protein_coding","INO80D","2","OTTHUMG00000154649.3",NA,"ncRNA_host"
"chr2",206114817,206159584,44768,"-","HAVANA","gene",NA,NA,"ENSG00000023228.13","ENSG00000023228.13","protein_coding","NDUFS1","protein_coding","NDUFS1","2","OTTHUMG00000132892.6",NA,"overlapping_locus"
"chr2",206159604,206162928,3325,"+","HAVANA","gene",NA,NA,"ENSG00000114942.13","ENSG00000114942.13","protein_coding","EEF1B2","protein_coding","EEF1B2","2","OTTHUMG00000132891.3",NA,"ncRNA_host"
"chr2",206175316,206218047,42732,"-","HAVANA","gene",NA,NA,"ENSG00000183671.12","ENSG00000183671.12","protein_coding","GPR1","protein_coding","GPR1","2","OTTHUMG00000132894.3",NA,NA
"chr2",206274663,206314428,39766,"+","HAVANA","gene",NA,NA,"ENSG00000204186.7","ENSG00000204186.7","protein_coding","ZDBF2","protein_coding","ZDBF2","2","OTTHUMG00000154648.2",NA,NA
"chr2",206443539,206621130,177592,"+","HAVANA","gene",NA,NA,"ENSG00000114948.12","ENSG00000114948.12","protein_coding","ADAM23","protein_coding","ADAM23","2","OTTHUMG00000132919.4",NA,NA
"chr2",206642418,206649449,7032,"+","HAVANA","gene",NA,NA,"ENSG00000235118.7","ENSG00000235118.7","protein_coding","AC010731.4","protein_coding","AC010731.4","1","OTTHUMG00000154723.2",NA,NA
"chr2",206651621,206718396,66776,"-","HAVANA","gene",NA,NA,"ENSG00000232125.2","ENSG00000232125.2","protein_coding","DYTN","protein_coding","DYTN","2","OTTHUMG00000154729.1",NA,"overlapping_locus"
"chr2",206737763,206765356,27594,"-","HAVANA","gene",NA,NA,"ENSG00000138400.12","ENSG00000138400.12","protein_coding","MDH1B","protein_coding","MDH1B","1","OTTHUMG00000132918.4",NA,NA
"chr2",206765548,206792509,26962,"+","HAVANA","gene",NA,NA,"ENSG00000118246.13","ENSG00000118246.13","protein_coding","FASTKD2","protein_coding","FASTKD2","2","OTTHUMG00000132917.4",NA,"ncRNA_host"
"chr2",206939554,206969474,29921,"+","HAVANA","gene",NA,NA,"ENSG00000144410.4","ENSG00000144410.4","protein_coding","CPO","protein_coding","CPO","2","OTTHUMG00000088987.2",NA,NA
"chr2",207074137,207167267,93131,"-","HAVANA","gene",NA,NA,"ENSG00000118263.14","ENSG00000118263.14","protein_coding","KLF7","protein_coding","KLF7","2","OTTHUMG00000132935.3",NA,"overlapping_locus"
"chr2",207529796,207603431,73636,"+","HAVANA","gene",NA,NA,"ENSG00000118260.14","ENSG00000118260.14","protein_coding","CREB1","protein_coding","CREB1","1","OTTHUMG00000132936.5",NA,NA
"chr2",207580631,207625928,45298,"-","HAVANA","gene",NA,NA,"ENSG00000144401.14","ENSG00000144401.14","protein_coding","METTL21A","protein_coding","METTL21A","1","OTTHUMG00000132934.4",NA,NA
"chr2",207711540,207761839,50300,"+","HAVANA","gene",NA,NA,"ENSG00000163249.11","ENSG00000163249.11","protein_coding","CCNYL1","protein_coding","CCNYL1","1","OTTHUMG00000132946.2",NA,"ncRNA_host"
"chr2",207762586,207769563,6978,"-","HAVANA","gene",NA,NA,"ENSG00000163251.3","ENSG00000163251.3","protein_coding","FZD5","protein_coding","FZD5","2","OTTHUMG00000154790.1",NA,NA
"chr2",207821288,208025560,204273,"-","HAVANA","gene",NA,NA,"ENSG00000178385.14","ENSG00000178385.14","protein_coding","PLEKHM3","protein_coding","PLEKHM3","2","OTTHUMG00000154781.2",NA,"overlapping_locus"
"chr2",208121607,208124501,2895,"-","HAVANA","gene",NA,NA,"ENSG00000118231.4","ENSG00000118231.4","protein_coding","CRYGD","protein_coding","CRYGD","2","OTTHUMG00000132944.2",NA,NA
"chr2",208128137,208129830,1694,"-","HAVANA","gene",NA,NA,"ENSG00000163254.4","ENSG00000163254.4","protein_coding","CRYGC","protein_coding","CRYGC","2","OTTHUMG00000132942.1",NA,NA
"chr2",208142573,208146168,3596,"-","HAVANA","gene",NA,NA,"ENSG00000182187.3","ENSG00000182187.3","protein_coding","CRYGB","protein_coding","CRYGB","2","OTTHUMG00000132941.2",NA,NA
"chr2",208160740,208163576,2837,"-","HAVANA","gene",NA,NA,"ENSG00000168582.4","ENSG00000168582.4","protein_coding","CRYGA","protein_coding","CRYGA","2","OTTHUMG00000154796.1",NA,NA
"chr2",208165343,208190073,24731,"-","HAVANA","gene",NA,NA,"ENSG00000188674.10","ENSG00000188674.10","protein_coding","C2orf80","protein_coding","C2orf80","1","OTTHUMG00000154751.5",NA,NA
"chr2",208236227,208266074,29848,"-","HAVANA","gene",NA,NA,"ENSG00000138413.13","ENSG00000138413.13","protein_coding","IDH1","protein_coding","IDH1","2","OTTHUMG00000132943.14",NA,NA
"chr2",208266267,208358751,92485,"+","HAVANA","gene",NA,NA,"ENSG00000115020.16","ENSG00000115020.16","protein_coding","PIKFYVE","protein_coding","PIKFYVE","1","OTTHUMG00000132945.6",NA,NA
"chr2",208359714,208854503,494790,"+","HAVANA","gene",NA,NA,"ENSG00000144407.9","ENSG00000144407.9","protein_coding","PTH2R","protein_coding","PTH2R","2","OTTHUMG00000132960.7",NA,"overlapping_locus"
"chr2",209424058,209734118,310061,"+","HAVANA","gene",NA,NA,"ENSG00000078018.19","ENSG00000078018.19","protein_coding","MAP2","protein_coding","MAP2","1","OTTHUMG00000132962.6",NA,NA
"chr2",209771993,209999300,227308,"+","HAVANA","gene",NA,NA,"ENSG00000144406.18","ENSG00000144406.18","protein_coding","UNC80","protein_coding","UNC80","2","OTTHUMG00000132963.10",NA,"overlapping_locus"
"chr2",210002565,210021422,18858,"+","HAVANA","gene",NA,NA,"ENSG00000197713.14","ENSG00000197713.14","protein_coding","RPE","protein_coding","RPE","1","OTTHUMG00000154690.6",NA,NA
"chr2",210022260,210171383,149124,"-","HAVANA","gene",NA,NA,"ENSG00000144445.16","ENSG00000144445.16","protein_coding","KANSL1L","protein_coding","KANSL1L","1","OTTHUMG00000154697.5",NA,NA
"chr2",210187939,210225259,37321,"-","HAVANA","gene",NA,NA,"ENSG00000115361.7","ENSG00000115361.7","protein_coding","ACADL","protein_coding","ACADL","2","OTTHUMG00000132989.2",NA,NA
"chr2",210290150,210315190,25041,"-","HAVANA","gene",NA,NA,"ENSG00000168530.15","ENSG00000168530.15","protein_coding","MYL1","protein_coding","MYL1","2","OTTHUMG00000132992.2",NA,NA
"chr2",210431249,210477652,46404,"-","HAVANA","gene",NA,NA,"ENSG00000115365.11","ENSG00000115365.11","protein_coding","LANCL1","protein_coding","LANCL1","1","OTTHUMG00000132991.6",NA,NA
"chr2",210477682,210679107,201426,"+","HAVANA","gene",NA,NA,"ENSG00000021826.14","ENSG00000021826.14","protein_coding","CPS1","protein_coding","CPS1","2","OTTHUMG00000132994.10",NA,NA
"chr2",211375717,212538841,1163125,"-","HAVANA","gene",NA,NA,"ENSG00000178568.14","ENSG00000178568.14","protein_coding","ERBB4","protein_coding","ERBB4","2","OTTHUMG00000133012.5",NA,"ncRNA_host"
"chr2",212999691,213152427,152737,"-","HAVANA","gene",NA,NA,"ENSG00000030419.16","ENSG00000030419.16","protein_coding","IKZF2","protein_coding","IKZF2","2","OTTHUMG00000133005.7",NA,"overlapping_locus"
"chr2",213284379,214410501,1126123,"+","HAVANA","gene",NA,NA,"ENSG00000144451.18","ENSG00000144451.18","protein_coding","SPAG16","protein_coding","SPAG16","2","OTTHUMG00000133015.8",NA,"ncRNA_host"
"chr2",214411065,214578959,167895,"+","HAVANA","gene",NA,NA,"ENSG00000174453.9","ENSG00000174453.9","protein_coding","VWC2L","protein_coding","VWC2L","2","OTTHUMG00000154811.2",NA,"overlapping_locus"
"chr2",214725646,214809711,84066,"-","HAVANA","gene",NA,NA,"ENSG00000138376.10","ENSG00000138376.10","protein_coding","BARD1","protein_coding","BARD1","2","OTTHUMG00000133016.4",NA,NA
"chr2",214931542,215138428,206887,"-","HAVANA","gene",NA,NA,"ENSG00000144452.14","ENSG00000144452.14","protein_coding","ABCA12","protein_coding","ABCA12","2","OTTHUMG00000154801.3",NA,NA
"chr2",215311817,215349773,37957,"+","HAVANA","gene",NA,NA,"ENSG00000138363.14","ENSG00000138363.14","protein_coding","ATIC","protein_coding","ATIC","2","OTTHUMG00000133023.7",NA,NA
"chr2",215360440,215436172,75733,"-","HAVANA","gene",NA,NA,"ENSG00000115414.18","ENSG00000115414.18","protein_coding","FN1","protein_coding","FN1","2","OTTHUMG00000133054.6",NA,NA
"chr2",215942805,216034096,91292,"-","HAVANA","gene",NA,NA,"ENSG00000118242.15","ENSG00000118242.15","protein_coding","MREG","protein_coding","MREG","2","OTTHUMG00000154828.2",NA,"overlapping_locus"
"chr2",216038409,216082955,44547,"-","HAVANA","gene",NA,NA,"ENSG00000115425.13","ENSG00000115425.13","protein_coding","PECR","protein_coding","PECR","1","OTTHUMG00000154825.2",NA,"overlapping_locus"
"chr2",216081866,216102783,20918,"+","HAVANA","gene",NA,NA,"ENSG00000163449.10","ENSG00000163449.10","protein_coding","TMEM169","protein_coding","TMEM169","2","OTTHUMG00000133053.3",NA,NA
"chr2",216107464,216206303,98840,"+","HAVANA","gene",NA,NA,"ENSG00000079246.15","ENSG00000079246.15","protein_coding","XRCC5","protein_coding","XRCC5","2","OTTHUMG00000133059.5",NA,NA
"chr2",216257865,216372027,114163,"-","HAVANA","gene",NA,NA,"ENSG00000144583.4","ENSG00000144583.4","protein_coding","MARCH4","protein_coding","MARCH4","2","OTTHUMG00000154824.2",NA,NA
"chr2",216412414,216483031,70618,"+","HAVANA","gene",NA,NA,"ENSG00000138375.12","ENSG00000138375.12","protein_coding","SMARCAL1","protein_coding","SMARCAL1","1","OTTHUMG00000133055.3",NA,NA
"chr2",216498189,216579180,80992,"+","HAVANA","gene",NA,NA,"ENSG00000197756.9","ENSG00000197756.9","protein_coding","RPL37A","protein_coding","RPL37A","2","OTTHUMG00000133052.5",NA,NA
"chr2",216632828,216664436,31609,"+","HAVANA","gene",NA,NA,"ENSG00000115457.9","ENSG00000115457.9","protein_coding","IGFBP2","protein_coding","IGFBP2","1","OTTHUMG00000155341.2",NA,NA
"chr2",216672105,216695525,23421,"-","HAVANA","gene",NA,NA,"ENSG00000115461.4","ENSG00000115461.4","protein_coding","IGFBP5","protein_coding","IGFBP5","2","OTTHUMG00000133058.3",NA,NA
"chr2",216859458,216860064,607,"-","HAVANA","gene",NA,NA,"ENSG00000118245.2","ENSG00000118245.2","protein_coding","TNP1","protein_coding","TNP1","2","OTTHUMG00000133057.1",NA,NA
"chr2",217284019,217756593,472575,"-","HAVANA","gene",NA,NA,"ENSG00000231672.6","ENSG00000231672.6","protein_coding","DIRC3","protein_coding","DIRC3","1","OTTHUMG00000155287.2",NA,NA
"chr2",217799789,218002995,203207,"-","HAVANA","gene",NA,NA,"ENSG00000079308.16","ENSG00000079308.16","protein_coding","TNS1","protein_coding","TNS1","1","OTTHUMG00000133056.6",NA,"ncRNA_host"
"chr2",218034960,218090581,55622,"+","HAVANA","gene",NA,NA,"ENSG00000188282.12","ENSG00000188282.12","protein_coding","RUFY4","protein_coding","RUFY4","1","OTTHUMG00000155235.3",NA,NA
"chr2",218125289,218137253,11965,"+","HAVANA","gene",NA,NA,"ENSG00000180871.7","ENSG00000180871.7","protein_coding","CXCR2","protein_coding","CXCR2","2","OTTHUMG00000133107.3",NA,NA
"chr2",218162845,218166995,4151,"-","HAVANA","gene",NA,NA,"ENSG00000163464.7","ENSG00000163464.7","protein_coding","CXCR1","protein_coding","CXCR1","2","OTTHUMG00000133108.2",NA,NA
"chr2",218217094,218254356,37263,"+","HAVANA","gene",NA,NA,"ENSG00000163466.15","ENSG00000163466.15","protein_coding","ARPC2","protein_coding","ARPC2","1","OTTHUMG00000133618.4",NA,NA
"chr2",218259496,218263859,4364,"+","HAVANA","gene",NA,NA,"ENSG00000179921.14","ENSG00000179921.14","protein_coding","GPBAR1","protein_coding","GPBAR1","2","OTTHUMG00000155203.3",NA,NA
"chr2",218264123,218270257,6135,"-","HAVANA","gene",NA,NA,"ENSG00000127837.9","ENSG00000127837.9","protein_coding","AAMP","protein_coding","AAMP","1","OTTHUMG00000155202.3",NA,NA
"chr2",218270392,218346793,76402,"+","HAVANA","gene",NA,NA,"ENSG00000127838.13","ENSG00000127838.13","protein_coding","PNKD","protein_coding","PNKD","2","OTTHUMG00000133110.3",NA,"ncRNA_host"
"chr2",218274192,218292586,18395,"-","HAVANA","gene",NA,NA,"ENSG00000135926.14","ENSG00000135926.14","protein_coding","TMBIM1","protein_coding","TMBIM1","2","OTTHUMG00000133105.10",NA,"ncRNA_host"
"chr2",218356856,218368099,11244,"+","HAVANA","gene",NA,NA,"ENSG00000158428.3","ENSG00000158428.3","protein_coding","CATIP","protein_coding","CATIP","2","OTTHUMG00000133106.2",NA,NA
"chr2",218382029,218396894,14866,"+","HAVANA","gene",NA,NA,"ENSG00000018280.16","ENSG00000018280.16","protein_coding","SLC11A1","protein_coding","SLC11A1","2","OTTHUMG00000086747.3",NA,NA
"chr2",218398256,218405941,7686,"+","HAVANA","gene",NA,NA,"ENSG00000144579.7","ENSG00000144579.7","protein_coding","CTDSP1","protein_coding","CTDSP1","1","OTTHUMG00000133109.3",NA,"ncRNA_host"
"chr2",218419092,218450250,31159,"+","HAVANA","gene",NA,NA,"ENSG00000127831.10","ENSG00000127831.10","protein_coding","VIL1","protein_coding","VIL1","1","OTTHUMG00000133112.5",NA,NA
"chr2",218453296,218568361,115066,"-","HAVANA","gene",NA,NA,"ENSG00000135913.10","ENSG00000135913.10","protein_coding","USP37","protein_coding","USP37","1","OTTHUMG00000133113.4",NA,"ncRNA_host"
"chr2",218568580,218597080,28501,"+","HAVANA","gene",NA,NA,"ENSG00000144580.13","ENSG00000144580.13","protein_coding","CNOT9","protein_coding","CNOT9","1","OTTHUMG00000154750.2",NA,NA
"chr2",218607765,218637181,29417,"+","HAVANA","gene",NA,NA,"ENSG00000115556.13","ENSG00000115556.13","protein_coding","PLCD4","protein_coding","PLCD4","1","OTTHUMG00000154743.3",NA,NA
"chr2",218637916,218659655,21740,"-","HAVANA","gene",NA,NA,"ENSG00000115568.15","ENSG00000115568.15","protein_coding","ZNF142","protein_coding","ZNF142","1","OTTHUMG00000154736.2",NA,NA
"chr2",218658898,218663443,4546,"+","HAVANA","gene",NA,NA,"ENSG00000074582.12","ENSG00000074582.12","protein_coding","BCS1L","protein_coding","BCS1L","1","OTTHUMG00000133114.3",NA,NA
"chr2",218663864,218672411,8548,"-","HAVANA","gene",NA,NA,"ENSG00000163481.7","ENSG00000163481.7","protein_coding","RNF25","protein_coding","RNF25","2","OTTHUMG00000133077.2",NA,NA
"chr2",218672741,218702716,29976,"+","HAVANA","gene",NA,NA,"ENSG00000163482.11","ENSG00000163482.11","protein_coding","STK36","protein_coding","STK36","1","OTTHUMG00000133079.3",NA,NA
"chr2",218710845,218755416,44572,"+","HAVANA","gene",NA,NA,"ENSG00000135912.10","ENSG00000135912.10","protein_coding","TTLL4","protein_coding","TTLL4","2","OTTHUMG00000133081.4",NA,NA
"chr2",218781756,218815293,33538,"+","HAVANA","gene",NA,NA,"ENSG00000135929.8","ENSG00000135929.8","protein_coding","CYP27A1","protein_coding","CYP27A1","1","OTTHUMG00000048238.6",NA,NA
"chr2",218822383,218832086,9704,"-","HAVANA","gene",NA,NA,"ENSG00000115592.11","ENSG00000115592.11","protein_coding","PRKAG3","protein_coding","PRKAG3","2","OTTHUMG00000133078.4",NA,NA
"chr2",218859821,218874233,14413,"+","HAVANA","gene",NA,NA,"ENSG00000115596.3","ENSG00000115596.3","protein_coding","WNT6","protein_coding","WNT6","2","OTTHUMG00000133082.2",NA,NA
"chr2",218880363,218899581,19219,"+","HAVANA","gene",NA,NA,"ENSG00000135925.8","ENSG00000135925.8","protein_coding","WNT10A","protein_coding","WNT10A","1","OTTHUMG00000133085.3",NA,NA
"chr2",218959655,218962162,2508,"+","HAVANA","gene",NA,NA,"ENSG00000171450.5","ENSG00000171450.5","protein_coding","CDK5R2","protein_coding","CDK5R2","2","OTTHUMG00000133083.2",NA,NA
"chr2",218981087,218985657,4571,"-","HAVANA","gene",NA,NA,"ENSG00000163497.2","ENSG00000163497.2","protein_coding","FEV","protein_coding","FEV","2","OTTHUMG00000133080.2",NA,NA
"chr2",218990189,218993421,3233,"-","HAVANA","gene",NA,NA,"ENSG00000163499.11","ENSG00000163499.11","protein_coding","CRYBA2","protein_coding","CRYBA2","2","OTTHUMG00000133084.3",NA,NA
"chr2",219002846,219041523,38678,"-","HAVANA","gene",NA,NA,"ENSG00000181378.13","ENSG00000181378.13","protein_coding","CFAP65","protein_coding","CFAP65","2","OTTHUMG00000133013.8",NA,NA
"chr2",219054420,219060467,6048,"-","HAVANA","gene",NA,NA,"ENSG00000163501.6","ENSG00000163501.6","protein_coding","IHH","protein_coding","IHH","2","OTTHUMG00000154631.2",NA,"ncRNA_host"
"chr2",219075317,219160865,85549,"-","HAVANA","gene",NA,NA,"ENSG00000187736.12","ENSG00000187736.12","protein_coding","NHEJ1","protein_coding","NHEJ1","2","OTTHUMG00000133127.3",NA,"overlapping_locus"
"chr2",219161465,219170095,8631,"-","HAVANA","gene",NA,NA,"ENSG00000213901.10","ENSG00000213901.10","protein_coding","SLC23A3","protein_coding","SLC23A3","1","OTTHUMG00000154616.9",NA,"overlapping_locus"
"chr2",219171897,219177922,6026,"-","HAVANA","gene",NA,NA,"ENSG00000115649.15","ENSG00000115649.15","protein_coding","CNPPD1","protein_coding","CNPPD1","2","OTTHUMG00000133132.3",NA,NA
"chr2",219176332,219185479,9148,"+","HAVANA","gene",NA,NA,"ENSG00000144567.10","ENSG00000144567.10","protein_coding","FAM134A","protein_coding","FAM134A","1","OTTHUMG00000154577.4",NA,NA
"chr2",219195237,219209651,14415,"+","HAVANA","gene",NA,NA,"ENSG00000158552.12","ENSG00000158552.12","protein_coding","ZFAND2B","protein_coding","ZFAND2B","2","OTTHUMG00000133135.16",NA,NA
"chr2",219209768,219213240,3473,"-","HAVANA","gene",NA,NA,"ENSG00000115657.12","ENSG00000115657.12","protein_coding","ABCB6","protein_coding","ABCB6","2","OTTHUMG00000133131.3",NA,"overlapping_locus"
"chr2",219216466,219229717,13252,"-","HAVANA","gene",NA,NA,"ENSG00000198925.10","ENSG00000198925.10","protein_coding","ATG9A","protein_coding","ATG9A","1","OTTHUMG00000154557.19",NA,"overlapping_locus"
"chr2",219229757,219236605,6849,"+","HAVANA","gene",NA,NA,"ENSG00000163516.13","ENSG00000163516.13","protein_coding","ANKZF1","protein_coding","ANKZF1","1","OTTHUMG00000154533.3",NA,NA
"chr2",219236670,219245454,8785,"-","HAVANA","gene",NA,NA,"ENSG00000163521.15","ENSG00000163521.15","protein_coding","GLB1L","protein_coding","GLB1L","2","OTTHUMG00000133133.4",NA,NA
"chr2",219245479,219249710,4232,"+","HAVANA","gene",NA,NA,"ENSG00000115661.13","ENSG00000115661.13","protein_coding","STK16","protein_coding","STK16","1","OTTHUMG00000154520.2",NA,NA
"chr2",219250338,219278170,27833,"-","HAVANA","gene",NA,NA,"ENSG00000127824.13","ENSG00000127824.13","protein_coding","TUBA4A","protein_coding","TUBA4A","1","OTTHUMG00000133126.6",NA,NA
"chr2",219253355,219272188,18834,"+","HAVANA","gene",NA,NA,"ENSG00000243910.7","ENSG00000243910.7","protein_coding","TUBA4B","protein_coding","TUBA4B","2","OTTHUMG00000154516.3",NA,NA
"chr2",219279267,219286900,7634,"+","HAVANA","gene",NA,NA,"ENSG00000135924.15","ENSG00000135924.15","protein_coding","DNAJB2","protein_coding","DNAJB2","1","OTTHUMG00000133134.22",NA,NA
"chr2",219289623,219309648,20026,"-","HAVANA","gene",NA,NA,"ENSG00000054356.13","ENSG00000054356.13","protein_coding","PTPRN","protein_coding","PTPRN","1","OTTHUMG00000133129.4",NA,"ncRNA_host"
"chr2",219327409,219333177,5769,"-","HAVANA","gene",NA,NA,"ENSG00000182698.11","ENSG00000182698.11","protein_coding","RESP18","protein_coding","RESP18","2","OTTHUMG00000150223.1",NA,NA
"chr2",219373546,219400022,26477,"-","HAVANA","gene",NA,NA,"ENSG00000123992.18","ENSG00000123992.18","protein_coding","DNPEP","protein_coding","DNPEP","1","OTTHUMG00000058919.6",NA,NA
"chr2",219418377,219426739,8363,"+","HAVANA","gene",NA,NA,"ENSG00000175084.11","ENSG00000175084.11","protein_coding","DES","protein_coding","DES","2","OTTHUMG00000058924.2",NA,NA
"chr2",219434846,219498287,63442,"+","HAVANA","gene",NA,NA,"ENSG00000072195.14","ENSG00000072195.14","protein_coding","SPEG","protein_coding","SPEG","1","OTTHUMG00000058925.10",NA,NA
"chr2",219498867,219506989,8123,"+","HAVANA","gene",NA,NA,"ENSG00000144591.18","ENSG00000144591.18","protein_coding","GMPPA","protein_coding","GMPPA","2","OTTHUMG00000058922.23",NA,NA
"chr2",219514330,219538772,24443,"+","HAVANA","gene",NA,NA,"ENSG00000072182.12","ENSG00000072182.12","protein_coding","ASIC4","protein_coding","ASIC4","2","OTTHUMG00000058928.2",NA,NA
"chr2",219538947,219543662,4716,"-","HAVANA","gene",NA,NA,"ENSG00000123989.13","ENSG00000123989.13","protein_coding","CHPF","protein_coding","CHPF","2","OTTHUMG00000058929.2",NA,NA
"chr2",219543788,219550595,6808,"+","HAVANA","gene",NA,NA,"ENSG00000188760.10","ENSG00000188760.10","protein_coding","TMEM198","protein_coding","TMEM198","1","OTTHUMG00000059156.3",NA,NA
"chr2",219550742,219571859,21118,"-","HAVANA","gene",NA,NA,"ENSG00000124006.14","ENSG00000124006.14","protein_coding","OBSL1","protein_coding","OBSL1","2","OTTHUMG00000059157.12",NA,NA
"chr2",219569162,219575713,6552,"+","HAVANA","gene",NA,NA,"ENSG00000123999.4","ENSG00000123999.4","protein_coding","INHA","protein_coding","INHA","2","OTTHUMG00000059237.1",NA,NA
"chr2",219597860,219616451,18592,"+","HAVANA","gene",NA,NA,"ENSG00000144589.21","ENSG00000144589.21","protein_coding","STK11IP","protein_coding","STK11IP","2","OTTHUMG00000059239.7",NA,NA
"chr2",219627327,219641980,14654,"+","HAVANA","gene",NA,NA,"ENSG00000114923.16","ENSG00000114923.16","protein_coding","SLC4A3","protein_coding","SLC4A3","1","OTTHUMG00000059238.20",NA,NA
"chr2",221418027,221572358,154332,"-","HAVANA","gene",NA,NA,"ENSG00000116106.11","ENSG00000116106.11","protein_coding","EPHA4","protein_coding","EPHA4","1","OTTHUMG00000133142.7",NA,NA
